Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Sucessful A or B,Total: Treated with M,"Total: All A, B, M",Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of A and B
Base,364,0.05,1,5000,-114663069,1921190754,11279208,1870989,37419.78,11279208,7777664,146098,145698,17610,11165336,9346286,1870989,11217275,4878121.933,89923.37912,3013.984286,86246.98341,1839.396099,1205.726044,140.6270879,0.018434167,0.033539869,0.020202254,0.014455578,0.001720109,0.689639073,0.013037466,0.013918773,0.001702516,0.046244132,0.818613198
Base,364,0.05,1,5000,-123038436,1908791776,11902308,4015356,80307.12,11902308,7994776,83771,83374,59,11839669,7859359,4015356,11874715,4879645.413,90038.46687,2372.82511,86966.65544,736.7603846,772.613956,0.71521978,0.018452039,0.026346171,0.007732918,0.008455282,8.09E-06,0.671690799,0.006678803,0.006930736,5.02E-06,0.048782916,0.658498439
Base,364,0.05,1,5000,-161645408,1308489302,15129551,10349898,206997.96,15129551,10481317,66839,127230,0,15030309,4730005,10349898,15079903,4878367.302,110211.9958,4707.35978,104616.1067,672.4256593,1163.503901,0,0.022591977,0.042729816,0.00713657,0.010899537,0,0.69276103,0.005204549,0.008704369,0,0.06202646,0.35790983
Base,364,0.05,1,5000,-110979178,1470559124,10296964,8009538,160190.76,10296964,6988164,136953,90319,219,10230702,2257625,8009538,10267163,4876570.944,85240.63995,1346.016374,83289.84725,1237.451703,982.5189011,2.079120879,0.017479754,0.015795366,0.013448952,0.010436424,2.19E-05,0.678762211,0.012396724,0.008036263,1.93E-05,0.042230383,0.197897344
Base,364,0.05,1,5000,-97473457,14088825,9176855,5704907,114098.14,9176855,6125647,86139,269346,86316,9098911,3436357,5704907,9141264,4880811.105,61329.25588,1249.28533,59540.9283,836.6828022,1839.638901,588.5038462,0.012566026,0.020362862,0.010864103,0.031161838,0.010162801,0.667889804,0.007620883,0.030529377,0.009976404,0.037604783,0.298424475
Base,364,0.05,1,5000,-138586655,798830707,12892621,9660445,193208.9,12892621,8836650,83534,455011,5250,12786995,3186570,9660445,12847015,4880467.204,104069.3444,919.5893956,102392.6675,994.352967,3811.585659,44.36104396,0.021323689,0.008842066,0.009700801,0.035954873,0.000420099,0.685395408,0.00664976,0.034679657,0.000400413,0.052833098,0.257486958
Base,364,0.05,1,5000,-178670644,1132625938,16407289,14597754,291955.08,16407289,11047051,78943,177023,0,16328746,1773244,14597754,16370998,4875757.219,107265.3791,7974.785604,98327.085,560.7028571,1261.580165,0.00010989,0.021999755,0.074392507,0.006356154,0.013587547,1.94E-09,0.673418132,0.005842517,0.012519449,0,0.067301318,0.137857243
Base,364,0.05,1,5000,-145005244,612586365,14205249,2952754,59055.08,14205249,9625722,91499,115510,0,14055070,11169186,2952754,14121940,4879886.629,86555.53154,2340.446484,83380.92857,909.3851648,1147.426099,0.000494505,0.017737159,0.027043943,0.010405008,0.012646409,7.05E-09,0.677670977,0.00647558,0.007854167,0,0.05821842,0.797423117
Base,364,0.05,1,5000,-87674311,600388397,8074210,6932211,138644.22,8074210,5558897,169253,600956,284,8009987,1117485,6932211,8049696,4876513.817,65546.75429,2790.708132,62281.73126,1442.757692,4893.373571,2.288131868,0.013440125,0.042569817,0.017061024,0.072597591,2.67E-05,0.688538743,0.016278791,0.072540427,2.70E-05,0.033111381,0.09801673
Base,364,0.05,1,5000,-83645181,456744454,8020567,3439511,68790.22,8020567,5488242,73692,84956,3,7919151,4530923,3439511,7970434,4876751.037,73019.46115,4100.953626,68447.36396,802.8352198,1001.843077,0.013846154,0.014974285,0.056128242,0.007587978,0.012641659,1.25E-07,0.684434967,0.006352099,0.009799897,2.47E-07,0.032895313,0.476430262
Base,364,0.05,1,5000,-117662346,369151607,10870300,8959346,179186.92,10870300,7545955,235653,69812,9,10815096,1885942,8959346,10845288,4876705.19,65020.68187,1172.414451,63209.91835,1422.225714,517.0860989,0.065549451,0.013332882,0.018023144,0.020967907,0.00732839,9.07E-07,0.694231207,0.020834711,0.005966663,7.29E-07,0.044580566,0.158212583
Base,364,0.05,1,5000,-104797452,1984768660,9686972,7927732,158554.64,9686972,6706673,43580,60379,9,9635990,1736425,7927732,9664157,4880575.681,56157.43473,3301.52989,52286.93126,357.6285165,459.8013736,0.028571429,0.01150724,0.058778913,0.004636966,0.006579168,3.95E-07,0.692637957,0.0033213,0.005069149,6.97E-07,0.039697871,0.138693923
Base,364,0.05,1,5000,-140383466,1515639605,12898305,11400416,228008.32,12898305,8805470,230414,129163,10,12815324,1461098,11400416,12861514,4875676.268,102667.1763,6786.543846,95123.20808,1974.813736,1255.57544,0.057637363,0.021057337,0.066113887,0.019446976,0.012184145,5.55E-07,0.682694112,0.018202009,0.010100029,7.65E-07,0.052909364,0.118035348
Base,364,0.05,1,5000,-100240914,844889903,9492799,5312924,106258.48,9492799,6519311,64967,71787,0,9400376,4130573,5312924,9443497,4877775.125,61420.86533,2582.608242,58280.75698,606.9431319,603.693956,0,0.012592296,0.042043277,0.007731311,0.009043962,0,0.686886599,0.005400251,0.006989239,0,0.038922865,0.377911532
Base,364,0.05,1,5000,-107928983,486139739,9939130,8537683,170753.66,9939130,6899705,487657,110557,394,9867168,1374923,8537683,9912606,4880653.347,85671.44863,4268.032253,80819.65374,4316.902912,1152.001264,4.404285714,0.017553793,0.049820015,0.047478075,0.011563092,4.45E-05,0.69438309,0.046443854,0.009670471,3.46E-05,0.040729345,0.118105693
Base,364,0.05,1,5000,-136174658,1348872797,12906018,7114478,142289.56,12906018,8513307,90384,107617,8,12788221,5731804,7114478,12846282,4877250.208,82290.76577,3557.472967,77975.32346,766.9119231,834.179011,0.105934066,0.016872355,0.04323973,0.008834315,0.009788595,1.27E-06,0.659683118,0.006703649,0.008108698,6.14E-07,0.052923131,0.437950911
Base,364,0.05,1,5000,-158091147,1971903165,15295695,5134197,102683.94,15295695,10596052,90857,262704,8,15187079,10122469,5134197,15256666,4876951.828,117561.3226,7038.798791,109624.3608,737.2019231,2063.114011,0.041483516,0.024105374,0.059899344,0.007070081,0.016343981,4.01E-07,0.692824767,0.006672483,0.016041962,5.83E-07,0.062725819,0.677426393
Base,364,0.05,1,5000,-116953436,1826604083,10831885,8634586,172691.72,10831885,7492247,127415,75491,224,10767806,2173941,8634586,10808527,4880632.781,75357.2511,4827.155879,69893.91011,980.6707692,602.7642857,1.898076923,0.015440574,0.064013853,0.011536372,0.007358606,2.44E-05,0.691622952,0.010523729,0.006440137,2.00E-05,0.044387654,0.178572577
Base,364,0.05,1,5000,-155503572,242951675,14392120,11582372,231647.44,14392120,9867868,309124,99097,72,14313925,2775302,11582372,14357674,4879880.601,111446.0443,3624.617967,106976.3088,2472.040604,956.0656593,0.708021978,0.022837969,0.032564374,0.023260247,0.009043207,6.53E-06,0.685701695,0.0226049,0.007295469,5.19E-06,0.058984984,0.218230375
Base,364,0.05,1,5000,-134308120,1052825759,12444962,9858500,197170,12444962,8509015,81017,938737,1,12348376,2531540,9858500,12390040,4873472.301,67939.55231,4183.374615,63025.26588,772.7504945,5092.443077,0.001813187,0.013940601,0.061571375,0.010710561,0.074812416,2.94E-08,0.683755942,0.006233661,0.075138122,7.24E-08,0.051072218,0.198614746
Base,364,0.05,1,5000,-143032322,684975303,13424222,8790102,175802.04,13424222,8886146,96617,122023,220,13315356,4576416,8790102,13366518,4877560.5,103816.2796,3885.14489,99142.90044,1094.174725,1099.238022,2.148626374,0.02128454,0.037425184,0.010181663,0.010222653,2.02E-05,0.661959243,0.007028539,0.008795861,1.60E-05,0.055044497,0.338360534
Base,364,0.05,1,5000,-87008934,460012720,7997518,7033754,140675.08,7997518,5263976,125860,278581,1,7940920,940962,7033754,7974716,4883828.067,51052.66654,910.3808791,49672.52846,868.1599451,1851.683901,0.001208791,0.010455155,0.017745972,0.012354843,0.027945749,1.74E-08,0.658549488,0.011577604,0.027007186,8.01E-08,0.032755401,0.078434318
Base,364,0.05,1,5000,-133619237,2137948629,12722062,6398617,127972.34,12722062,8855525,104323,213194,22,12634042,6285350,6398617,12683967,4882545.562,104927.0548,6322.607802,97857.30423,983.3902198,1921.903022,0.283571429,0.021489975,0.060264574,0.009901629,0.017736145,2.89E-06,0.696075798,0.008689253,0.016226865,1.84E-06,0.052110751,0.517820463
Base,364,0.05,1,5000,-87708578,1872428183,8357172,4136858,82737.16,8357172,5862248,87273,43168,0,8294541,4192637,4136858,8329495,4877507.5,49710.51945,1986.006868,47233.58725,645.6579121,396.9284615,0.00010989,0.010192116,0.039906646,0.008828155,0.007077052,2.37E-09,0.701901784,0.007174888,0.004618305,0,0.034269005,0.37852181
Base,364,0.05,1,5000,-171538882,1968326874,15839242,13146462,262929.24,15839242,10486862,100260,603827,3785,15750343,2651274,13146462,15797736,4879725.931,129830.4056,6525.896429,122374.3339,1052.958681,5022.23044,31.23956044,0.026605656,0.050273249,0.009426541,0.038223074,0.000230443,0.662061582,0.007421747,0.037629069,0.000227349,0.064916742,0.198291891
Base,364,0.05,1,5000,-112730990,2028741364,10355885,9172140,183442.8,10355885,7289017,135190,488603,109,10291276,1161500,9172140,10333640,4873084.248,90652.20703,3415.509066,86628.45418,1286.255055,4399.578297,0.98010989,0.018601414,0.037685816,0.012703564,0.045930364,9.27E-06,0.703948079,0.011772569,0.044763338,9.01E-06,0.042500243,0.097745103
Base,364,0.05,1,5000,-82956096,76114588,7990751,3048586,60971.72,7990751,5348905,92629,72469,12114,7888868,4892143,3048586,7940729,4880906.211,71302.35929,3822.579011,67010.41549,1110.22489,905.992967,148.7308791,0.014609491,0.05363148,0.011203118,0.012669078,0.002106721,0.669615942,0.008432376,0.009163333,0.001551286,0.032744502,0.516794679
Base,364,0.05,1,5000,-175763738,1802418957,16330280,12460938,249218.76,16330280,11368356,70578,154328,5715,16252600,3834835,12460938,16295773,4877463.732,113351.4796,4158.370604,108234.1687,528.486044,1193.806429,41.97642857,0.023239355,0.036719297,0.006236108,0.01125573,0.000359649,0.696302065,0.005724837,0.010028287,0.000337394,0.066960326,0.297785338
Base,364,0.05,1,5000,-108838350,778763363,10798208,856270,17125.4,10798208,7318458,235786,77408,110,10721794,9911081,856270,10767351,4881478.082,98185.24527,4421.392857,93129.78214,2144.257967,708.9974725,0.865604396,0.02011426,0.045013807,0.022172911,0.007408634,9.29E-06,0.677635263,0.022187137,0.007373179,1.06E-05,0.044241423,0.91789506
Base,364,0.05,1,5000,-120979349,924224462,11923391,1745439,34908.78,11923391,7968588,190100,125199,22,11787755,10121101,1745439,11866540,4882147.004,99728.43978,4025.682637,95002.41533,1747.156648,1121.452857,0.167197802,0.020427008,0.040365632,0.017324075,0.010725749,1.71E-06,0.668333345,0.015765064,0.010052962,1.86E-06,0.048843537,0.85749588
Base,364,0.05,1,5000,-83604293,896312632,7819252,5411773,108235.46,7819252,5131843,76258,59971,1084,7765406,2382361,5411773,7794134,4879730.743,58567.69736,2217.947582,55890.46852,620.3860989,521.3612088,9.458351648,0.012002628,0.037866387,0.007803542,0.006935103,0.000134573,0.656603696,0.007239428,0.006010583,0.000114933,0.032048269,0.218467656
Base,364,0.05,1,5000,-82081475,950703638,7748133,4600145,92002.9,7748133,5359497,97539,69680,2,7689234,3122895,4600145,7723040,4878608.705,54112.17643,1797.336758,51859.77324,781.944011,628.9819231,0.006208791,0.011091843,0.033133354,0.010427403,0.010058928,7.93E-08,0.691560253,0.009197048,0.007910407,1.70E-07,0.031762965,0.298214605
Base,364,0.05,1,5000,-104172110,1734646395,10147930,2692810,53856.2,10147930,6896641,47987,127872,0,10084933,7427596,2692810,10120406,4881776.966,74237.45082,3756.070495,69885.4011,423.7580769,989.4349451,0,0.015207412,0.050606169,0.005079927,0.01377403,6.55E-10,0.679639882,0.004234896,0.013053567,0,0.04157447,0.71802193
Base,364,0.05,1,5000,-128220753,1167546184,12819924,21513,430.26,12819924,9113058,96874,37434,0,12741853,12767418,21513,12788931,4882584.349,115412.6957,6079.842692,108580.0291,1152.980714,466.1831868,0.008131868,0.02363768,0.052677076,0.0101461,0.00392057,7.55E-08,0.710845419,0.007752619,0.002804876,0,0.052512182,0.998388739
Base,364,0.05,1,5000,-156456014,2105476702,14358941,12866604,257332.08,14358941,9296486,322565,298122,15,14304778,1470814,12866604,14337418,4879263.669,112190.9059,4860.191868,106487.4719,2554.854505,2434.765824,0.114450549,0.02299333,0.043357405,0.024079705,0.022788358,1.08E-06,0.647483503,0.02364759,0.02191677,1.10E-06,0.058856298,0.118223193
Base,364,0.05,1,5000,-137256720,2130280727,13421811,3038610,60772.2,13421811,9187261,102532,111280,61,13349092,10350864,3038610,13389474,4876293.429,81399.64264,962.0546154,79649.42742,729.9860989,921.573956,0.889175824,0.016693111,0.011813326,0.009034237,0.01079685,1.12E-05,0.684531522,0.007745383,0.007952305,4.63E-06,0.055049508,0.778195077
Base,364,0.05,1,5000,-121415563,510910863,11208713,9328433,186568.66,11208713,7721351,94835,294061,3,11134693,1850922,9328433,11179355,4875350.111,67107.14132,3318.23467,63130.63692,706.9794505,1809.378187,0.007637363,0.013764372,0.049412352,0.008687594,0.026384953,9.56E-08,0.688929612,0.007074358,0.025782333,2.23E-07,0.045980118,0.138706762
Base,364,0.05,1,5000,-148794707,1235243694,14674889,2045817,40916.34,14674889,10239659,260491,142176,30,14583461,12596728,2045817,14642545,4877767.842,118461.1642,6156.128791,111443.3245,2176.036703,1259.078242,0.481098901,0.024285451,0.051995759,0.021083246,0.009386718,4.61E-06,0.697877932,0.020353143,0.008557405,2.21E-06,0.060169504,0.877702861
Base,364,0.05,1,5000,-144057789,615898603,14193054,2127249,42544.98,14193054,10031867,160539,126688,199,14083904,12028418,2127249,14155667,4877632.967,137276.4448,6376.149835,130066.8682,1620.745604,1396.357253,2.44,0.028143847,0.046453685,0.012276615,0.009684491,1.81E-05,0.706850331,0.011756849,0.008501338,1.41E-05,0.058196213,0.856837457
Base,364,0.05,1,5000,-85625432,485424797,7915591,6469522,129390.44,7915591,5565931,601003,60042,2,7859737,1424060,6469522,7893582,4880420.399,48728.11176,1701.377143,46561.82176,3659.845385,403.6595604,0.001978022,0.009985362,0.034840007,0.07149667,0.005601189,2.89E-08,0.703101977,0.072259612,0.005142876,1.67E-07,0.032440367,0.118097726
Base,364,0.05,1,5000,-99504848,979268293,9435930,5145548,102910.96,9435930,6448998,48895,85017,215,9355496,4243138,5145548,9388686,4884407.349,54874.15198,4707.59978,49612.33527,349.3457692,838.0221429,2.210769231,0.011235417,0.086007097,0.004359273,0.012746714,3.47E-05,0.684158368,0.003607013,0.007676662,1.98E-05,0.038638879,0.357649133
Base,364,0.05,1,5000,-93490572,1425963038,8756745,5923122,118462.44,8756745,6103912,66338,68544,0,8688534,2802851,5923122,8725973,4877661.866,43920.92302,3702.72511,39703.88016,434.6023077,503.8853846,0.000604396,0.009004554,0.084394755,0.007268399,0.009633328,1.14E-08,0.697466249,0.005668274,0.006696904,0,0.035905354,0.258028508
Base,364,0.05,1,5000,-151068309,1392682848,14086944,10198869,203977.38,14086944,9672207,62460,255535,2,13993182,3843918,10198869,14042787,4879385.85,80352.73786,5631.777418,73893.58973,498.7679121,1607.831758,0.016813187,0.016467956,0.070079233,0.006215903,0.01926172,2.19E-07,0.686596946,0.004486864,0.017561109,1.47E-07,0.057739978,0.277807232
Base,364,0.05,1,5000,-130092248,557761528,12214623,7946018,158920.36,12214623,8402742,63302,74025,35,12141654,4236644,7946018,12182662,4880350.94,81770.96599,4510.512857,76543.16753,510.1125824,600.376978,0.274120879,0.016755262,0.055140331,0.00641739,0.007329187,3.57E-06,0.687837976,0.005349345,0.006046574,3.02E-06,0.050055626,0.358248698
Base,364,0.05,1,5000,-154516687,913538323,14403104,10485647,209712.94,14403104,9421505,67324,84246,6,14320460,3875312,10485647,14360959,4874161.746,96819.46731,6379.214396,89594.40181,566.0821429,824.3021978,0.067802198,0.019864252,0.065888697,0.006542886,0.008741279,8.03E-07,0.654073025,0.005201112,0.00607892,4.78E-07,0.0591007,0.298128338
Base,364,0.05,1,5000,-99581795,2079514225,9474948,4832315,96646.3,9474948,6155125,66268,72423,26,9393822,4598139,4832315,9430454,4877171.296,71806.14747,1890.436319,69359.21868,633.7635714,838.9848901,0.28478022,0.014723035,0.026285197,0.006688461,0.010687689,3.16E-06,0.649608826,0.005317537,0.007033947,2.18E-06,0.038853765,0.41792818
Base,364,0.05,1,5000,-143842802,1838663962,13755929,6283512,125670.24,13755929,9272152,101240,363048,18269,13615244,7414245,6283512,13697757,4880970.272,154217.5864,979.370989,152430.4542,1366.224121,4218.202912,209.2153846,0.031594861,0.006359777,0.009868491,0.025521363,0.001259482,0.674061619,0.008214649,0.0245971,0.001233537,0.056363122,0.576981435
Base,364,0.05,1,5000,-145582627,1366445963,14159266,3989967,79799.34,14159266,9314595,55126,207104,9,14076197,10136338,3989967,14126305,4879300.907,124534.1814,1012.283407,122690.3671,523.2037363,1866.513681,0.081428571,0.025522737,0.00815013,0.005250009,0.013640203,8.03E-07,0.658017629,0.004786793,0.013371971,7.69E-07,0.058037663,0.737987023
Base,364,0.05,1,5000,-96992833,2047949680,9222791,4764923,95298.46,9222791,6334379,85260,78875,56,9129184,4410975,4764923,9175898,4880240.243,70667.56462,3350.561209,66775.35511,976.571978,835.2849451,0.676538462,0.014481548,0.047422236,0.011202402,0.011066455,8.95E-06,0.6868755,0.007611018,0.00806107,5.73E-06,0.037798211,0.417747021
Base,364,0.05,1,5000,-130919576,1549307980,12043529,10484286,209685.72,12043529,8245800,77829,89130,0,11979078,1533109,10484286,12017395,4876845.107,87863.2289,1140.800659,86015.10247,669.6547802,732.1667033,0.001098901,0.018016672,0.012999733,0.008082903,0.008846901,1.49E-08,0.68463741,0.006896435,0.007899652,0,0.049391361,0.138385706
Base,364,0.05,1,5000,-129385807,2122899987,11885090,10534907,210698.14,11885090,8106339,121687,93726,0,11826917,1327196,10534907,11862103,4878518.451,76808.75407,3553.741099,72557.01626,886.4163736,716.7454396,0,0.015744207,0.046253539,0.012126388,0.009714122,0,0.681976328,0.010780847,0.008282873,0,0.048722827,0.11839726
Base,364,0.05,1,5000,-114136328,739887351,11171294,2423388,48467.76,11171294,7288063,247274,64231,599,11096417,8711062,2423388,11134450,4875703.922,67133.26148,3270.978297,63206.22632,1546.756593,477.2097253,4.441593407,0.013769119,0.048684855,0.022165121,0.00680171,6.38E-05,0.652276554,0.021311694,0.005521026,5.15E-05,0.04582431,0.77858873
Base,364,0.05,1,5000,-116403346,499661143,11521059,1192756,23855.12,11521059,8004687,128111,98456,110634,11416740,10287775,1192756,11480531,4877184.738,82216.3956,4338.172473,77201.59027,1160.331538,720.506978,805.3573077,0.016857511,0.052719717,0.014250028,0.008709685,0.009751151,0.694562018,0.011375925,0.008531487,0.009606643,0.047244252,0.89744301
Base,364,0.05,1,5000,-103070112,1595776230,9900405,4066062,81321.24,9900405,6336691,248584,74924,12758,9802256,5786508,4066062,9852570,4878777.88,78596.05203,2246.687857,75767.89912,2089.174121,804.8868132,136.9822527,0.016110936,0.028551186,0.024737169,0.010116054,0.001759632,0.639867014,0.023619803,0.00752356,0.001316309,0.040587648,0.537301058
Base,364,0.05,1,5000,-165986190,278913196,15405616,11930030,238600.6,15405616,10164114,80983,153560,4,15328711,3436668,11930030,15366698,4875848.59,87200.04352,2035.493626,84259.89044,524.5725275,997.6287363,0.006648352,0.017884629,0.023403079,0.007754001,0.012096646,1.09E-07,0.659869284,0.00665524,0.010511943,3.48E-07,0.063192177,0.278289135
Base,364,0.05,1,5000,-133177457,1606233505,12962322,3554237,71084.74,12962322,8296923,74883,228884,0,12858674,9362992,3554237,12917229,4875182.556,97031.3661,4435.983462,91834.10692,645.3710989,1788.467802,0.000934066,0.019903476,0.045708717,0.006691754,0.017142275,1.12E-08,0.640075304,0.005840281,0.016513789,0,0.053177652,0.737777129
Base,364,0.05,1,5000,-84300625,1346095493,8036032,3940305,78806.1,8036032,5523388,1372065,59679,2511,7954062,4058141,3940305,7998446,4877150.771,44750.52291,870.5114286,43408.02077,7520.138516,519.666978,20.93104396,0.00917562,0.019419317,0.170605659,0.010358827,0.000428974,0.687516433,0.173192142,0.006761368,0.000291372,0.032953695,0.397875904
Base,364,0.05,1,5000,-92154843,1602856504,8906957,3085273,61705.46,8906957,5911168,117479,76776,11,8843397,5794966,3085273,8880239,4878802.464,53626.62247,2444.202418,50659.26401,778.8592308,544.0351099,0.10489011,0.010992272,0.045409314,0.010575732,0.011015241,1.42E-06,0.66317882,0.009703865,0.009505726,9.08E-07,0.036513016,0.558094866
Base,364,0.05,1,5000,-139463625,207445762,12911919,10344435,206888.7,12911919,8435022,64680,173626,0,12852867,2538550,10344435,12882985,4876666.759,97754.25522,5427.045824,91568.87962,678.7405495,1389.499615,0.00010989,0.020045311,0.055527079,0.007457815,0.014714813,1.79E-09,0.65324516,0.005438562,0.013933121,0,0.052954034,0.218980234
Base,364,0.05,1,5000,-146739512,901554632,13511082,11628692,232573.84,13511082,8829447,135274,98370,299,13440059,1847181,11628692,13475873,4876716.066,105106.9898,6533.197033,97780.46044,1140.19456,933.8072527,2.858571429,0.021553037,0.062154091,0.010841299,0.008772858,2.69E-05,0.653458834,0.010013403,0.007253951,2.21E-05,0.055410372,0.138356588
Base,364,0.05,1,5000,-93278655,800757370,9098369,2294965,45899.3,9098369,5971719,69897,92007,0,9015378,6763023,2294965,9057988,4877163.386,86433.49445,2063.227418,83835.90962,794.4548352,938.7302198,0.007582418,0.017722021,0.023862485,0.007500539,0.011727131,7.10E-08,0.656420173,0.006289657,0.010998639,0,0.037309579,0.718133425
Base,364,0.05,1,5000,-82697876,1091122616,7800840,4689476,93789.52,7800840,5522729,93806,159928,613,7717612,3077498,4689476,7766974,4880946.87,74133.67692,2703.634176,70971.85082,1155.833022,1628.397033,6.501373626,0.015189508,0.036499757,0.011000403,0.021876887,7.72E-05,0.708313392,0.008588275,0.020569116,6.94E-05,0.031965916,0.297645592
Base,364,0.05,1,5000,-114051485,1807349610,10586019,8191295,163825.9,10586019,7469865,72823,386457,3,10533186,2371526,8191295,10562821,4876073.672,83249.59637,1130.559835,81497.33363,708.5847802,3012.66044,0.048296703,0.017073586,0.013556862,0.007627894,0.036367093,5.19E-07,0.705482617,0.00621348,0.036728242,2.53E-07,0.043420864,0.199103653
Base,364,0.05,1,5000,-135329487,540382778,12472121,10608277,212165.54,12472121,8827050,97732,200072,2,12409432,1843217,10608277,12451494,4881158.457,117388.5613,3421.759615,113234.3304,975.6115934,1972.336209,0.022747253,0.024049143,0.029165426,0.008720212,0.017076697,2.16E-07,0.707754565,0.008226344,0.016313469,1.69E-07,0.051101797,0.157875132
Base,364,0.05,1,5000,-95213114,573303095,9216313,3049984,60999.68,9216313,5905398,92235,147053,13923,9122358,6120753,3049984,9170737,4881431.068,85774.33209,1070.344396,84162.68374,961.9532418,1381.532637,130.9045055,0.017573269,0.01248927,0.009632373,0.018771759,0.001817228,0.640915393,0.008631294,0.018591299,0.001794105,0.037763522,0.597993099
Base,364,0.05,1,5000,-124752279,1169681783,11875175,6000529,120010.58,11875175,7645085,85481,105112,24,11757304,5816846,6000529,11817375,4878477.877,110318.8213,5937.457912,103683.9824,947.0650549,1162.889286,0.259230769,0.022613439,0.053815612,0.007785069,0.010389003,2.22E-06,0.643801127,0.00655992,0.008747317,1.91E-06,0.048683237,0.477191033
Base,364,0.05,1,5000,-164263599,1938775617,15044544,13818159,276363.18,15044544,10289325,93313,674449,674,14972675,1199234,13818159,15017393,4879749.502,103258.1448,1761.042418,100613.6053,796.6721978,4737.633516,4.720164835,0.021159758,0.017110051,0.009276615,0.048058312,5.13E-05,0.683904396,0.00744274,0.046977466,5.03E-05,0.061657299,0.098105748
Base,364,0.05,1,5000,-107404069,795261444,10211405,5290019,105800.38,10211405,7120834,62291,290605,0,10126824,4883164,5290019,10173183,4876236.321,54438.6611,3401.475659,50437.47148,503.4578571,1678.364341,0,0.011164335,0.062518391,0.006798758,0.032082278,0,0.697763472,0.004559638,0.03006939,0,0.041882991,0.397561164
Base,364,0.05,1,5000,-79112600,427641895,7388887,5223730,104474.6,7388887,5072934,192493,64467,1,7319581,2134160,5223730,7357890,4880471.653,50481.69626,2129.694945,47917.93736,1361.621099,562.2017033,0.024395604,0.010344914,0.04198215,0.021776987,0.009030741,3.70E-07,0.686166773,0.021101518,0.007140295,1.01E-07,0.030281749,0.217717493
Base,364,0.05,1,5000,-111703547,1910411279,10961777,2085777,41715.54,10961777,7583772,178129,229291,68882,10868614,8831769,2085777,10917546,4881704.043,81501.27709,1202.667473,79654.77846,1645.18467,1706.388571,505.6135165,0.016695426,0.014759852,0.020024064,0.020170037,0.005978462,0.691798944,0.016159585,0.020111075,0.006047479,0.044909232,0.817779456
