Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,# CC Switch threshold if social distancing is off,# CC Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Case-fatality,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-16367.00052,341276256,16367,26,8.666666667,2,2.997252747,781732,33263,2322,17787,15465,902,781732,17787,2322,15465,16367,382.290293,13.85622711,84.91208791,472800.4945,3253.379121,98.8040293,989343.9304,0.475359655,0.003273202,9.95932E-05,0.13054478,0.944889106,0.020936843,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-15171.00052,1987703634,15171,26,8.666666667,2,2.997252747,751818,32552,2116,16485,14369,802,751818,16485,2116,14369,15171,370.8049451,13.74450549,86.34340659,501011.631,2089.241758,100.1254579,990300.619,0.503625009,0.002100493,0.000100851,0.128359114,0.947135983,0.020179086,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-12331.00052,924521577,12331,26,8.666666667,2,2.978021978,675331,29598,2656,14312,11656,675,675331,14312,2656,11656,12331,339.6263736,19.31501832,104.8782051,591436.1914,3526.755495,124.2481685,992916.3049,0.593896746,0.003541495,0.000124961,0.185578535,0.945259914,0.018259194,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-13815.00052,1509459185,13815,26,8.666666667,2,2.978021978,745601,33099,2323,15345,13022,793,745601,15345,2323,13022,13815,379.235348,15.11721612,84.46886447,521073.4881,2512.354396,99.63003663,991484.8178,0.523425654,0.002524789,0.000100293,0.151384816,0.942598625,0.018528677,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-12462.00052,534919067,12462,26,8.666666667,2,2.978021978,694408,31078,2373,14070,11697,765,694408,14070,2373,11697,12462,354.9276557,16.34340659,86.28571429,557560.4414,2869.988095,102.6694139,992413.5504,0.560052033,0.002882126,0.00010328,0.168656716,0.938613385,0.017946222,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-15074.00052,778708269,15074,26,8.666666667,2,2.978021978,777109,33614,2825,16952,14127,947,777109,16952,2825,14127,15074,384.228022,18.2032967,92.5970696,510870.6722,5470.190476,110.8406593,990946.5604,0.5130934,0.005500491,0.000111642,0.166647003,0.937176595,0.019397536,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-14651.00052,1073148084,14651,26,8.666666667,2,2.978021978,707734,29950,2809,16406,13597,1054,707734,16406,2809,13597,14651,343.1217949,18.07967033,78.44322344,569238.0559,3349.500916,96.56043956,991451.7363,0.571930101,0.003368139,9.72524E-05,0.171217847,0.928059518,0.02070128,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-13164.00052,43418681,13164,26,8.666666667,2,2.997252747,694721,30050,2625,15001,12376,788,694721,15001,2625,12376,13164,343.6236264,18.05586081,99.43223443,561650.3837,3582.185897,117.5338828,992075.1108,0.564254202,0.003598643,0.000118264,0.174988334,0.940139775,0.018948614,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-13163.00052,1480386899,13163,26,8.666666667,2,2.997252747,793493,36356,2441,14761,12320,843,793493,14761,2441,12320,13163,418.7619048,16.05677656,79.1007326,502500.6218,5274.643773,95.20238095,992124.8333,0.504300288,0.005299224,9.58095E-05,0.1653682,0.935956849,0.016588678,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-12589.00052,1788037497,12589,26,8.666666667,2,2.978021978,688588,30329,2768,14373,11605,984,688588,14373,2768,11605,12589,349.5119048,17.87637363,75.09340659,575869.5375,3105.995421,93.01923077,992592.7408,0.578347272,0.003120119,9.35907E-05,0.192583316,0.921836524,0.01828234,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-13967.00052,804814024,13967,26,8.666666667,2,2.997252747,819798,37964,2314,15524,13210,757,819798,15524,2314,13210,13967,432.8021978,15.42216117,92.19413919,448349.7546,5008.294872,107.6648352,990995.4075,0.450180961,0.005032502,0.000108383,0.149059521,0.945800816,0.017037124,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-17017.00052,236753046,17017,26,8.666666667,2,2.997252747,863265,37695,2413,18469,16056,961,863265,18469,2413,16056,17017,432.3260073,14.23901099,84.09432234,467033.3379,6404.697802,98.36080586,989918.4038,0.468592536,0.00644556,9.91574E-05,0.130651362,0.943527061,0.019712371,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-11597.00052,1380963462,11597,26,8.666666667,2,2.978021978,672518,29981,2852,13504,10652,945,672518,13504,2852,10652,11597,340.0192308,18.8003663,72.88278388,585231.0128,3598.067766,91.73626374,993182.1044,0.587632817,0.003612962,9.22684E-05,0.211196682,0.918513409,0.017244148,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-13509.00052,823728431,13509,26,8.666666667,2,2.978021978,713696,31445,2668,15135,12467,1042,713696,15135,2668,12467,13509,359.7087912,16.02197802,68.97161172,539095.2262,3357.712454,85.04029304,991617.2463,0.541692224,0.003374455,8.56024E-05,0.176280145,0.922866237,0.018928227,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-14388.00052,663226549,14388,26,8.666666667,2,2.997252747,749969,32775,2355,15947,13592,796,749969,15947,2355,13592,14388,375.8891941,15.12454212,89.54304029,509366.4899,2747.635531,104.7051282,990955.1172,0.511827137,0.002761613,0.000105414,0.147676679,0.944676119,0.019184793,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-15102.00052,2101566889,15102,26,8.666666667,2,2.997252747,796973,35158,2251,16609,14358,744,796973,16609,2251,14358,15102,404.5009158,15.16575092,97.60714286,478399.8535,4127.423993,112.8141026,990533.5137,0.48052258,0.004149162,0.00011362,0.13552893,0.950735002,0.018949199,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-13191.00052,2052387117,13191,26,8.666666667,2,2.978021978,673858,28715,3010,15151,12141,1050,673858,15151,3010,12141,13191,328.8525641,19.32142857,79.82234432,595486.2784,3422.287546,99.19688645,992459.8214,0.598123943,0.00343903,9.98391E-05,0.198666755,0.920400273,0.019575341,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-13084.00052,116577441,13084,26,8.666666667,2,2.997252747,731395,32735,2230,14594,12364,720,731395,14594,2230,12364,13084,371.474359,15.01831502,84.42124542,516266.6062,3114.857143,99.48901099,991698.489,0.518687553,0.003128839,0.000100111,0.152802522,0.944970957,0.017889102,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-12290.00052,1969152976,12290,26,8.666666667,2,2.997252747,696297,30917,2472,13956,11484,806,696297,13956,2472,11484,12290,354.3919414,16.82875458,81.65842491,557274.4002,2831.260989,98.53021978,992522.1026,0.559718204,0.002843146,9.91218E-05,0.177128117,0.934418226,0.017650514,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-11656.00052,1548656609,11656,26,8.666666667,2,2.997252747,668208,29895,3266,13796,10530,1126,668208,13796,3266,10530,11656,342.470696,20.43040293,65.7032967,604443.7527,3829.136447,86.17765568,993465.3947,0.606772314,0.003845257,8.66775E-05,0.236735286,0.903397392,0.01744367,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-12909.00052,1144769591,12909,26,8.666666667,2,2.997252747,719859,32125,2866,14820,11954,955,719859,14820,2866,11954,12909,369.0796703,19.1529304,86.41300366,552857.4551,5064.545788,105.6163004,992352.9341,0.555189559,0.005088477,0.000106288,0.193387314,0.926020606,0.017932678,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-12521.00052,1264829775,12521,26,8.666666667,2,2.997252747,710449,32156,2199,14041,11842,679,710449,14041,2199,11842,12521,368.2655678,15.08608059,81.84065934,528365.6264,2528.717949,96.97161172,992022.2005,0.530862347,0.002539587,9.75444E-05,0.156612777,0.945771105,0.017624066,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-12881.00052,1457882697,12881,26,8.666666667,2,2.997252747,711805,31872,2278,14445,12167,714,711805,14445,2278,12167,12881,362.1941392,15.52014652,94.51556777,526048.8755,2913.394689,110.0714286,991776.9258,0.528608409,0.002925811,0.000110728,0.157701627,0.944569521,0.018096248,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-13483.00052,1722612191,13483,26,8.666666667,2,2.978021978,748568,33558,2573,15180,12607,876,748568,15180,2573,12607,13483,385.1510989,16.88644689,84.96611722,518474.4441,3786.909341,101.8919414,991702.3855,0.520759214,0.003805398,0.000102553,0.169499341,0.935029296,0.018011724,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-12741.00052,1968291596,12741,26,8.666666667,2,2.997252747,724387,32710,2297,14423,12126,615,724387,14423,2297,12126,12741,372.8992674,15.80677656,98.54212454,517968.1502,2662.578755,114.3791209,991893.7399,0.520393974,0.002673831,0.000115051,0.159259516,0.951730633,0.017588665,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-13940.00052,1200176015,13940,26,8.666666667,2,2.997252747,769726,34798,2096,15324,13228,712,769726,15324,2096,13228,13940,397.0860806,12.93864469,80.48809524,468742.4597,1921.372711,93.46794872,990720.3086,0.471092174,0.001930767,9.40813E-05,0.136778909,0.94892396,0.018110341,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-16714.00052,722617047,16714,26,8.666666667,2,2.997252747,787931,33050,2612,18267,15655,1059,787931,18267,2612,15655,16714,380.7399267,15.64194139,86.54578755,483171.0943,3967.928571,102.2152015,989439.8636,0.485643298,0.003992945,0.00010304,0.142990091,0.936639943,0.021212517,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-12923.00052,1877025255,12923,26,8.666666667,2,2.997252747,698949,30567,2908,15003,12095,828,698949,15003,2908,12095,12923,347.3186813,20.36446886,97.49908425,585315.3187,4281.571429,117.9212454,992728.5824,0.587670342,0.004301287,0.000118664,0.193827901,0.93592819,0.018489189,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-14345.00052,2108515140,14345,26,8.666666667,2,2.978021978,755943,32863,2350,15951,13601,744,755943,15951,2350,13601,14345,377.9020147,15.41575092,95.72069597,505264.5256,3317.185897,111.1813187,990975.9396,0.507666539,0.003333815,0.000111943,0.147326186,0.948135239,0.018976298,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-13780.00052,1001091695,13780,26,8.666666667,2,2.997252747,755616,33424,2737,15685,12948,832,755616,15685,2737,12948,13780,380.5247253,18.27289377,101.8534799,523165.3883,4447.275641,120.1712454,991712.0751,0.525382792,0.004468988,0.000120969,0.174497928,0.939622642,0.018236776,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-13567.00052,402119710,13567,26,8.666666667,2,2.978021978,677916,28342,3070,15569,12499,1068,677916,15569,3070,12499,13567,324.5613553,20.26373626,80.5989011,593322.0183,3896.67674,100.9184982,992254.294,0.596003318,0.003916326,0.000101594,0.197186717,0.921279575,0.020012804,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-13058.00052,819123399,13058,26,8.666666667,2,2.997252747,754627,34719,2206,14509,12303,755,754627,14509,2206,12303,13058,400.1520147,14.39194139,82.77747253,500726.4414,2237.086996,97.21245421,991718.3535,0.502943885,0.002246905,9.78183E-05,0.152043559,0.942181038,0.017303913,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-12742.00052,227434853,12742,26,8.666666667,2,2.978021978,671827,28720,3086,14694,11608,1134,671827,14694,3086,11608,12742,327.7362637,19.04212454,68.25824176,589829.0311,3760.835165,87.35805861,992590.7564,0.592438197,0.003778568,8.79168E-05,0.210017694,0.911002982,0.018966192,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-16171.00052,2112314607,16171,26,8.666666667,2,2.997252747,803093,35099,2097,17459,15362,809,803093,17459,2097,15362,16171,399.9459707,12.36538462,77.28021978,443008.9231,3298.456044,89.67673993,989140.9121,0.445381292,0.003317941,9.0375E-05,0.120109972,0.949972172,0.0201359,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-14149.00052,1676907239,14149,26,8.666666667,2,2.978021978,849294,39629,2164,15459,13295,854,849294,15459,2164,13295,14149,452.8727106,13.38369963,75.38461538,431345.4698,5269.228938,88.79945055,990909.3022,0.43291606,0.0052954,8.93956E-05,0.139983181,0.939642378,0.01665972,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-14517.00052,1978295191,14517,26,8.666666667,2,2.997252747,735272,31715,2332,16050,13718,799,735272,16050,2332,13718,14517,363.1721612,15.72985348,92.68315018,509861.8773,3306.221612,108.4569597,990709.5852,0.512535195,0.003323151,0.000109206,0.14529595,0.94496108,0.019743714,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-12716.00052,387186816,12716,26,8.666666667,2,2.997252747,698577,30431,3376,15003,11627,1089,698577,15003,3376,11627,12716,349.0421245,22.1547619,81.37728938,593798.4405,5170.137363,103.5915751,993018.6328,0.596073804,0.005194371,0.000104239,0.225021662,0.914359862,0.018202718,156,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-14766.00052,2105391050,14766,26,8.666666667,2,2.978021978,740099,31940,2267,16234,13967,799,740099,16234,2267,13967,14766,369.4459707,14.71611722,90.16941392,507739.3544,3040.596154,104.9249084,990547.1465,0.510403443,0.00305641,0.000105654,0.139645189,0.945889205,0.019951385,155,26
D:0| T0: 0.10| T1: 26.00| I0: 0.0| I1: 0.0| WTP: 0,0,0.096153846,26,100000,0,0,0,0,0,-15565.00052,66132840,15565,26,8.666666667,2,2.997252747,775246,33422,2378,17104,14726,839,775246,17104,2378,14726,15565,381.7307692,15.64102564,92.66300366,476898.8718,3696.351648,108.3397436,989902.3526,0.479399663,0.003717212,0.000109157,0.139031805,0.946097013,0.020077498,156,26
