Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,# CC Switch threshold if social distancing is off,# CC Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: Hospitalized,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Hospitalization rate,Average ratio: Deth rate,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
Base,0,3,0,100000,0,0,0,0,0,-31329,243814469,31329,0,0,0,2.978021978,657054,65843,4892,34496,29604,1725,657054,65843,34496,4892,29604,31329,687.3076923,28.67948718,143.9771062,519337.978,4842.734432,172.7216117,977769.4167,0.527685913,0.004910621,0.000175456,0.141813544,0.944939194,0.00042869,0.000204167,155,0
Base,0,3,0,100000,0,0,0,0,0,-30423,55903218,30423,0,0,0,2.862637363,667331,66877,4896,33564,28668,1755,667331,66877,33564,4896,28668,30423,822.1007326,25.97161172,123.2948718,496232.9991,4470.831502,149.3315018,977660.2308,0.504357156,0.004531655,0.000151609,0.145870576,0.942313381,0.000435246,0.000198181,149,0
Base,0,3,0,100000,0,0,0,0,0,-30632,1479351398,30632,0,0,0,2.92032967,678580,70683,4331,33329,28998,1634,678580,70683,33329,4331,28998,30632,855,24.58241758,126.0769231,476851.5275,4950.537546,150.724359,977025.0586,0.484913396,0.005016915,0.000153034,0.129946893,0.946657091,0.000459994,0.000199577,152,0
Base,0,3,0,100000,0,0,0,0,0,-30760,1661790877,30760,0,0,0,2.958791209,678660,63400,3867,33336,29469,1291,678660,63400,33336,3867,29469,30760,753.7591575,22.99542125,145.8562271,452147.7976,3724.158425,168.9038462,975789.1621,0.460621933,0.003774011,0.000171455,0.11600072,0.958029909,0.000412589,0.000200439,154,0
Base,0,3,0,100000,0,0,0,0,0,-29604,257614850,29604,0,0,0,2.958791209,667697,64920,4179,32278,28099,1505,667697,64920,32278,4179,28099,29604,881.9981685,24.7032967,131.760989,483560.9029,4319.275641,156.5357143,977707.772,0.49163447,0.004375728,0.000158852,0.129468988,0.949162275,0.000422328,0.000192771,154,0
Base,0,3,0,100000,0,0,0,0,0,-29763,2124845636,29763,0,0,0,2.978021978,680587,69725,4497,32894,28397,1366,680587,69725,32894,4497,28397,29763,800.1565934,25.69688645,157.3241758,488814.7244,4699.921245,183.0915751,978338.0321,0.496386443,0.004760663,0.000185795,0.136711862,0.954104089,0.000453494,0.000193811,155,0
Base,0,3,0,100000,0,0,0,0,0,-34657,2123487515,34657,0,0,0,2.881868132,659731,62219,4550,37594,33044,1613,659731,62219,37594,4550,33044,34657,678.9990842,27.88827839,171.8983516,515110.7582,4723.472527,199.8653846,975269.0449,0.524321101,0.004796449,0.000203343,0.121029952,0.953458176,0.000405713,0.00022627,150,0
Base,0,3,0,100000,0,0,0,0,0,-29837,214762140,29837,0,0,0,2.881868132,652352,62596,5168,33079,27911,1926,652352,62596,33079,5168,27911,29837,737.7884615,28.25824176,160.8369963,524189.4386,5070.691392,189.1886447,978954.1172,0.532182942,0.005136724,0.000191977,0.156232051,0.935449274,0.00040713,0.000194282,150,0
Base,0,3,0,100000,0,0,0,0,0,-30826,1553454677,30826,0,0,0,2.92032967,679253,70271,4081,33277,29196,1630,679253,70271,33277,4081,29196,30826,838.6767399,26.32875458,141.7564103,479181.0705,4666.291209,168.1565934,977028.9158,0.487247908,0.004729636,0.000170747,0.122637257,0.947122559,0.000457345,0.000200852,152,0
Base,0,3,0,100000,0,0,0,0,0,-28748,104994688,28748,0,0,0,2.978021978,677827,71006,3543,30883,27340,1408,677827,71006,30883,3543,27340,28748,878.6254579,22.95421245,136.9871795,463028.7976,3693.557692,160.0155678,977818.2967,0.470805461,0.003739414,0.000162303,0.114723311,0.95102268,0.000461633,0.000187124,155,0
Base,0,3,0,100000,0,0,0,0,0,-31685,1683690301,31685,0,0,0,2.978021978,681537,70709,4380,34326,29946,1739,681537,70709,34326,4380,29946,31685,864.4615385,25.41483516,142.5009158,474491.0842,4894.584249,167.9917582,976251.7335,0.482771786,0.004962921,0.00017066,0.12760007,0.945115985,0.000460401,0.000206547,155,0
Base,0,3,0,100000,0,0,0,0,0,-29670,1670926844,29670,0,0,0,2.901098901,654418,67719,4779,32616,27837,1833,654418,67719,32616,4779,27837,29670,838.4945055,26.62454212,142.7261905,539255.9267,5041.542125,169.4111722,979760.8974,0.546875166,0.005106783,0.000171915,0.146523179,0.938220425,0.000440434,0.000193194,151,0
Base,0,3,0,100000,0,0,0,0,0,-29054,1469169917,29054,0,0,0,2.901098901,669147,66580,4347,31815,27468,1586,669147,66580,31815,4347,27468,29054,751.0924908,25.88369963,125.0915751,497286.2766,4783.715201,151.0457875,978801.793,0.504950336,0.004845055,0.000153246,0.136633663,0.945411991,0.000432977,0.000189122,151,0
Base,0,3,0,100000,0,0,0,0,0,-30757,771777184,30757,0,0,0,2.93956044,672264,68228,4529,33746,29217,1540,672264,68228,33746,4529,29217,30757,711.6758242,21.88369963,121.8534799,466472.1978,3816.391026,143.7967033,976182.1941,0.474962976,0.003868255,0.000146008,0.134208499,0.949930097,0.000444131,0.00020042,153,0
Base,0,3,0,100000,0,0,0,0,0,-29585,265847466,29585,0,0,0,2.978021978,681447,66969,3580,31831,28251,1334,681447,66969,31831,3580,28251,29585,772.4990842,23.16208791,130.6300366,465680.7253,4139.533883,153.8452381,977420.8938,0.473517929,0.004192596,0.000156118,0.112468977,0.954909583,0.000435571,0.000192657,155,0
Base,0,3,0,100000,0,0,0,0,0,-32404,1462359649,32404,0,0,0,2.93956044,657058,62842,4798,35412,30614,1790,657058,62842,35412,4798,30614,32404,782.746337,26.52472527,167.0695971,506831.5238,4996.847985,193.6666667,976356.2271,0.515683213,0.005068474,0.000196797,0.135490794,0.944759906,0.000409325,0.000211307,153,0
Base,0,3,0,100000,0,0,0,0,0,-34069,704260357,34069,0,0,0,2.978021978,698980,68810,3848,36383,32535,1534,698980,68810,36383,3848,32535,34069,799.0164835,23.91391941,136.7527473,448316.0632,4153.104396,160.731685,973821.6667,0.456955102,0.004215616,0.00016349,0.105763681,0.95497373,0.000448562,0.000222391,155,0
Base,0,3,0,100000,0,0,0,0,0,-34068,1999213078,34068,0,0,0,2.93956044,718488,72958,3994,36440,32446,1622,718488,72958,36440,3994,32446,34068,806.0265568,19.22985348,114.6794872,422143.2015,2931.548535,133.9615385,973188.63,0.430404232,0.002975716,0.000136249,0.10960483,0.952389339,0.000475733,0.000222443,153,0
Base,0,3,0,100000,0,0,0,0,0,-28808,1420484007,28808,0,0,0,2.978021978,677044,69924,3982,31355,27373,1435,677044,69924,31355,3982,27373,28808,928.2884615,24.42124542,150.6657509,472506.7509,4587.477106,175.1465201,978190.2637,0.480186627,0.004644193,0.000177625,0.126997289,0.950187448,0.000454574,0.000187509,155,0
Base,0,3,0,100000,0,0,0,0,0,-30330,972858642,30330,0,0,0,2.958791209,698593,67229,4191,32959,28768,1562,698593,67229,32959,4191,28768,30330,689.9230769,24.62179487,128.5659341,462554.8599,4955.537546,153.2545788,977306.1053,0.470061096,0.005021777,0.000155574,0.127157984,0.948499835,0.000437484,0.000197577,154,0
Base,0,3,0,100000,0,0,0,0,0,-31947,384486831,31947,0,0,0,2.978021978,721561,67505,3668,34192,30524,1423,721561,67505,34192,3668,30524,31947,877.757326,19.71611722,120.6648352,400565.6804,3309.252747,140.4203297,974071.6236,0.40846774,0.003355094,0.000142654,0.107276556,0.955457476,0.000439607,0.000208346,155,0
Base,0,3,0,100000,0,0,0,0,0,-27799,347134432,27799,0,0,0,2.901098901,695293,71504,4246,30396,26150,1649,695293,71504,30396,4246,26150,27799,856.1684982,22.22252747,132.2673993,448381.8434,4374.911172,154.5567766,978513.5577,0.455536426,0.004427609,0.000156678,0.139689433,0.940681319,0.000464665,0.000180856,151,0
Base,0,3,0,100000,0,0,0,0,0,-29761,1722628319,29761,0,0,0,2.93956044,684083,64754,3649,32043,28394,1367,684083,64754,32043,3649,28394,29761,799.3443223,25.59615385,150.5100733,477333.5861,4619.617216,176.1684982,977940.7454,0.484956711,0.004679247,0.000178777,0.113878226,0.954067404,0.000421155,0.000193803,153,0
Base,0,3,0,100000,0,0,0,0,0,-28207,26948992,28207,0,0,0,2.901098901,656878,62465,4373,30938,26565,1642,656878,62465,30938,4373,26565,28207,789.5998168,25.74450549,133.4203297,491143.1575,4940.152015,159.2179487,978754.359,0.49908106,0.005001035,0.000161468,0.141347211,0.9417875,0.000406013,0.000183527,151,0
Base,0,3,0,100000,0,0,0,0,0,-31256,204567780,31256,0,0,0,2.978021978,662552,65757,4691,34309,29618,1638,662552,65757,34309,4691,29618,31256,756.293956,28.003663,151.5769231,516945.2216,5099.049451,179.6520147,977931.0824,0.525093743,0.005169122,0.000182452,0.136727972,0.947594062,0.000428027,0.000203685,155,0
Base,0,3,0,100000,0,0,0,0,0,-29542,1222000236,29542,0,0,0,2.958791209,661181,67227,3926,32042,28116,1426,661181,67227,32042,3926,28116,29542,818.5586081,28.35531136,167.793956,497956.0055,4570.127289,196.2271062,978262.6264,0.505999949,0.004628981,0.000199107,0.122526684,0.951729741,0.00043719,0.00019234,154,0
Base,0,3,0,100000,0,0,0,0,0,-30996,650260213,30996,0,0,0,2.978021978,676564,68797,4037,33486,29449,1547,676564,68797,33486,4037,29449,30996,826.3186813,24.91208791,148.3498168,474595.2802,4011.440476,173.3369963,976576.6841,0.482863788,0.004065829,0.00017601,0.120557845,0.950090334,0.000447798,0.000201989,155,0
Base,0,3,0,100000,0,0,0,0,0,-28010,35126587,28010,0,0,0,2.93956044,709538,70005,4288,30960,26672,1338,709538,70005,30960,4288,26672,28010,838.7362637,24.09065934,140.047619,441480.1282,5012.647436,164.2161172,978568.3214,0.448323841,0.00507361,0.000166515,0.138501292,0.952231346,0.000454987,0.000182243,153,0
Base,0,3,0,100000,0,0,0,0,0,-28884,1748603817,28884,0,0,0,2.978021978,674346,67268,3743,31508,27765,1119,674346,67268,31508,3743,27765,28884,805.3891941,25.253663,153.8516484,469987.8214,4832.945971,179.1822344,977944.0531,0.477819681,0.004892873,0.000181747,0.118795227,0.961258828,0.000437295,0.000188009,155,0
Base,0,3,0,100000,0,0,0,0,0,-29703,1294117062,29703,0,0,0,2.93956044,673946,66680,4084,32404,28320,1383,673946,66680,32404,4084,28320,29703,860.1730769,22.49542125,142.1785714,468823.5678,3827.584249,164.7344322,977185.1804,0.476914872,0.003877126,0.000167164,0.126033823,0.953439047,0.00043374,0.000193441,153,0
Base,0,3,0,100000,0,0,0,0,0,-34330,586709691,34330,0,0,0,2.958791209,732510,74258,4087,36745,32658,1672,732510,74258,36745,4087,32658,34330,803.2628205,20.57967033,124.3415751,407170.6136,4683.135531,144.974359,972882.2179,0.415158962,0.004754584,0.000147461,0.111226017,0.951296242,0.00048426,0.00022416,154,0
Base,0,3,0,100000,0,0,0,0,0,-27278,1686235145,27278,0,0,0,2.978021978,676137,64585,3789,29637,25848,1430,676137,64585,29637,3789,25848,27278,770.6291209,23.08424908,135.6694139,486775.6502,3971.172161,158.8104396,979874.8535,0.493857378,0.004017297,0.00016095,0.127846948,0.947576802,0.00041952,0.000177411,155,0
Base,0,3,0,100000,0,0,0,0,0,-31430,1565561736,31430,0,0,0,2.978021978,719891,73787,4089,34004,29915,1515,719891,73787,34004,4089,29915,31430,727.9368132,20.31868132,109.5705128,411610.435,3536.651099,129.9505495,974902.7527,0.419319834,0.003585651,0.000132003,0.120250559,0.951797646,0.000480475,0.000204904,155,0
Base,0,3,0,100000,0,0,0,0,0,-28087,1543357096,28087,0,0,0,2.92032967,669688,67894,3552,30227,26675,1412,669688,67894,30227,3552,26675,28087,754.5173993,25.65018315,135.5558608,480022.13,4410.50641,161.268315,978777.5458,0.48765843,0.004464315,0.000163512,0.117510835,0.949727632,0.000441277,0.000182745,152,0
Base,0,3,0,100000,0,0,0,0,0,-29235,1792860753,29235,0,0,0,2.978021978,691129,77062,3803,31824,28021,1214,691129,77062,31824,3803,28021,29235,912.6950549,22.003663,135.014652,444944.7463,4223.031136,157.0769231,977104.0403,0.452656087,0.004276546,0.000159365,0.119501006,0.958474431,0.000501166,0.000190355,155,0
Base,0,3,0,100000,0,0,0,0,0,-27213,689615988,27213,0,0,0,2.958791209,667471,67059,4016,29928,25912,1301,667471,67059,29928,4016,25912,27213,773.2106227,24.16483516,146.1620879,485930.859,4662.804945,170.3946886,979668.25,0.493280836,0.004716731,0.0001727,0.13418872,0.952191967,0.00043556,0.000176973,154,0
Base,0,3,0,100000,0,0,0,0,0,-33770,760080204,33770,0,0,0,2.978021978,717471,74726,4184,36508,32324,1446,717471,74726,36508,4184,32324,33770,848.4459707,22.75091575,141.746337,431711.663,4849.230769,164.5558608,973939.3434,0.439807161,0.00492145,0.000167317,0.114605018,0.95718093,0.000487117,0.000220413,155,0
Base,0,3,0,100000,0,0,0,0,0,-27745,1300131954,27745,0,0,0,2.92032967,679781,70564,3730,30170,26440,1305,679781,70564,30170,3730,26440,27745,725.5393773,22.55586081,142.9880952,452627.4588,3892.265568,165.6144689,978255.3416,0.460203061,0.003938225,0.000167915,0.123632748,0.952964498,0.000458471,0.000180499,152,0
Base,0,3,0,100000,0,0,0,0,0,-29937,1985900927,29937,0,0,0,2.978021978,665574,68828,4586,32916,28330,1607,665574,68828,32916,4586,28330,29937,774.1373626,23.58791209,150.1813187,478069.5668,4437.856227,173.8351648,977162.4277,0.486373084,0.004495208,0.00017642,0.139324341,0.946320607,0.000447682,0.000194978,155,0
Base,0,3,0,100000,0,0,0,0,0,-32975,1564979900,32975,0,0,0,2.93956044,705678,75307,3891,35358,31467,1508,705678,75307,35358,3891,31467,32975,964.1346154,24.0540293,139.2417582,445914.9515,4649.870879,163.3543956,974794.1896,0.454052313,0.004717121,0.000166028,0.110045817,0.954268385,0.000490658,0.000215127,153,0
Base,0,3,0,100000,0,0,0,0,0,-31885,927272891,31885,0,0,0,2.93956044,691540,71764,3764,34299,30535,1350,691540,71764,34299,3764,30535,31885,885.540293,23.20604396,143.6556777,450180.5201,4214.775641,166.9130037,975318.9332,0.458492099,0.004272872,0.000169559,0.109740809,0.957660342,0.000467266,0.000207898,153,0
Base,0,3,0,100000,0,0,0,0,0,-27164,1460999627,27164,0,0,0,2.92032967,661071,66485,4249,29892,25643,1521,661071,66485,29892,4249,25643,27164,865.4551282,28.54304029,177.1117216,525319.3114,4821.010073,205.7481685,981159.3361,0.532291798,0.004876964,0.000208511,0.142145056,0.944006774,0.000431811,0.000176631,152,0
Base,0,3,0,100000,0,0,0,0,0,-27546,264651982,27546,0,0,0,2.958791209,687152,70979,3963,30046,26083,1463,687152,70979,30046,3963,26083,27546,809.3672161,20.97435897,113.032967,444373.9084,4135.162088,134.0677656,978257.6896,0.451778229,0.004184318,0.000135912,0.131897757,0.94688884,0.000461225,0.000179199,154,0
Base,0,3,0,100000,0,0,0,0,0,-31375,38305031,31375,0,0,0,2.901098901,697745,70216,3735,33813,30078,1297,697745,70216,33813,3735,30078,31375,881.5375458,21.64377289,129.0100733,444130.9194,4049.304029,150.7124542,975608.9835,0.45217036,0.004104494,0.000153079,0.110460474,0.958661355,0.00045713,0.000204533,151,0
Base,0,3,0,100000,0,0,0,0,0,-29495,373883533,29495,0,0,0,2.901098901,682214,69656,4260,32368,28108,1387,682214,69656,32368,4260,28108,29495,756.1520147,26.05860806,149.3992674,486137.1612,5184.425824,175.5173993,978459.6364,0.49363299,0.005251186,0.000178092,0.131611468,0.952975081,0.00045303,0.000192039,151,0
Base,0,3,0,100000,0,0,0,0,0,-24662,1660217317,24662,0,0,0,2.958791209,674077,66061,3722,26940,23218,1444,674077,66061,26940,3722,23218,24662,700.0155678,21.83974359,109.2179487,463435.4286,4120.114469,131.1254579,980897.1914,0.470198626,0.004163374,0.00013273,0.138158872,0.941448382,0.000428633,0.000160177,154,0
Base,0,3,0,100000,0,0,0,0,0,-30331,2033219265,30331,0,0,0,2.843406593,708215,71194,3886,32894,29008,1323,708215,71194,32894,3886,29008,30331,911.9908425,22.02014652,115.3150183,441234.9652,4103.899267,137.4056777,976682.6209,0.448691455,0.004158923,0.000139485,0.118137046,0.95638126,0.000463361,0.000197603,148,0
Base,0,3,0,100000,0,0,0,0,0,-27371,1564278861,27371,0,0,0,2.862637363,670307,70281,4308,30281,25972,1399,670307,70281,30281,4308,25972,27371,732.7554945,23.48901099,145.5228938,480283.9075,4009.625458,169.0815018,979383.2399,0.487671865,0.004056146,0.000171376,0.142267428,0.948887509,0.0004565,0.000178022,149,0
Base,0,3,0,100000,0,0,0,0,0,-32587,2077805916,32587,0,0,0,2.93956044,671620,67886,3887,35044,31157,1430,671620,67886,35044,3887,31157,32587,693.5622711,25.9532967,151.8195971,475753.7582,4881.371795,177.8434066,975235.8214,0.4846363,0.00495169,0.000180754,0.110917703,0.95611747,0.000442248,0.000212534,153,0
Base,0,3,0,100000,0,0,0,0,0,-28369,655978665,28369,0,0,0,2.901098901,665950,67629,5049,31685,26636,1733,665950,67629,31685,5049,26636,28369,715.6648352,25.35989011,130.9065934,489783,4834.425824,156.3461538,978903.0879,0.497474285,0.0048943,0.000158571,0.15934985,0.938912193,0.000439584,0.000184597,151,0
Base,0,3,0,100000,0,0,0,0,0,-29760,1698759184,29760,0,0,0,2.958791209,659289,68833,5234,33076,27842,1918,659289,68833,33076,5234,27842,29760,863.3296703,26.72802198,131.6712454,503208.7885,4710.819597,158.4652015,978219.4863,0.511316709,0.004772764,0.000160829,0.158241625,0.935551075,0.000447785,0.000193789,154,0
Base,0,3,0,100000,0,0,0,0,0,-29984,166837900,29984,0,0,0,2.958791209,682133,63506,4256,32785,28529,1455,682133,63506,32785,4256,28529,29984,762.3415751,24.74542125,159.9862637,464672.8626,4416.856227,184.797619,977128.8013,0.47261983,0.004474385,0.000187536,0.129815464,0.95147412,0.000413088,0.000195285,154,0
Base,0,3,0,100000,0,0,0,0,0,-30389,970221598,30389,0,0,0,2.997252747,707100,71458,3927,32911,28984,1405,707100,71458,32911,3927,28984,30389,691.4917582,24.31135531,152.46337,462436.4121,5183.253663,176.8516484,977572.783,0.469650701,0.005251368,0.000179528,0.119321807,0.953766165,0.000464911,0.00019797,156,0
Base,0,3,0,100000,0,0,0,0,0,-29347,106202474,29347,0,0,0,2.93956044,657945,65569,4492,32074,27582,1765,657945,65569,32074,4492,27582,29347,740.0769231,27.2014652,126.9120879,519690.2711,4590.90293,154.1913919,979221.5595,0.527450324,0.004650687,0.000156478,0.140051132,0.939857566,0.000426468,0.000191055,153,0
Base,0,3,0,100000,0,0,0,0,0,-29422,158747485,29422,0,0,0,2.958791209,666820,69488,4044,32030,27986,1436,666820,69488,32030,4044,27986,29422,829.0769231,25.66849817,143.9358974,500175.4267,4192.724359,169.6749084,978592.8342,0.50794624,0.004246341,0.000172159,0.126256634,0.951192985,0.000451903,0.000191564,154,0
Base,0,3,0,100000,0,0,0,0,0,-31116,366625053,31116,0,0,0,2.92032967,731996,77733,4237,33594,29357,1759,731996,77733,33594,4237,29357,31116,995.5192308,22.59249084,113.4990842,429275.2115,4932.634615,136.1428571,976383.2756,0.436265999,0.005000604,0.000138285,0.126123713,0.943469598,0.000506067,0.000202797,152,0
Base,0,3,0,100000,0,0,0,0,0,-30263,1465422116,30263,0,0,0,2.92032967,727068,71083,3326,32302,28976,1287,727068,71083,32302,3326,28976,30263,885.8443223,19.82417582,122.9313187,406333.8965,3866.729853,142.8141026,975871.565,0.413555435,0.003917431,0.000144958,0.102965761,0.957472822,0.000462545,0.000197179,152,0
Base,0,3,0,100000,0,0,0,0,0,-35994,908619552,35994,0,0,0,2.958791209,710948,67410,4115,38717,34602,1392,710948,67410,38717,4115,34602,35994,852.2051282,21.79212454,133.6822344,412506.739,4541.115385,155.540293,970905.2894,0.42173512,0.004614164,0.000158371,0.106284061,0.961326888,0.000439983,0.000235236,154,0
Base,0,3,0,100000,0,0,0,0,0,-29780,811587135,29780,0,0,0,2.978021978,685023,64769,3407,31905,28498,1282,685023,64769,31905,3407,28498,29780,708.768315,23.16391941,134.4734432,451217.1694,3813.127289,157.6895604,976745.6236,0.459204891,0.00386263,0.000160012,0.10678577,0.956950974,0.000421328,0.000193949,155,0
Base,0,3,0,100000,0,0,0,0,0,-27003,1233061610,27003,0,0,0,2.92032967,653807,65649,4089,29785,25696,1307,653807,65649,29785,4089,25696,27003,763.797619,28.8021978,148.2298535,515646.4963,4973.795788,177.0979853,980668.9835,0.522946848,0.005031318,0.000179469,0.137283868,0.951597971,0.000426354,0.000175565,152,0
Base,0,3,0,100000,0,0,0,0,0,-29211,1747817354,29211,0,0,0,2.92032967,657966,63551,4192,31823,27631,1580,657966,63551,31823,4192,27631,29211,710.1538462,26.85347985,169.6556777,499880.8031,4929.745421,196.5741758,978472.8361,0.507905067,0.004991663,0.00019943,0.131728624,0.945910787,0.000413169,0.000190158,152,0
Base,0,3,0,100000,0,0,0,0,0,-28072,1570157636,28072,0,0,0,2.997252747,659692,71127,5068,31243,26175,1897,659692,71127,31243,5068,26175,28072,858.7087912,27.25091575,105.9505495,503527.7125,4829.386447,133.2655678,979518.7866,0.511158274,0.004889937,0.000135174,0.162212336,0.932423767,0.000462365,0.000182621,156,0
